"Image type","Feature Class","Feature Name","YONGJIN_KIM..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.03.08.18.02.21_segment_YONGJIN_KIM..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.03.08.18.02.21"
"wavelet-LLH","glcm","Idn","0.9560565375724959"
"wavelet-LLH","glcm","Imc1","-0.17894818612933136"
"wavelet-LLH","glcm","Imc2","0.6392503740582949"
"wavelet-LLH","glcm","InverseVariance","0.4313809110515653"
"wavelet-LLH","glcm","JointAverage","11.101312566383369"
"wavelet-LLH","glcm","JointEnergy","0.1863452754333725"
"wavelet-LLH","glcm","JointEntropy","3.1499146223282994"
"wavelet-LLH","glcm","MCC","0.7149640190821784"
"wavelet-LLH","glcm","MaximumProbability","0.2545101848597423"
"wavelet-LLH","glcm","SumAverage","22.202625132766737"
"wavelet-LLH","glcm","SumEntropy","2.4195186007260414"
"wavelet-LLH","glcm","SumSquares","2.296841281764945"
"wavelet-LLH","glrlm","GrayLevelNonUniformity","5918.257149414161"
"wavelet-LLH","glrlm","GrayLevelNonUniformityNormalized","0.31384609345702774"
"wavelet-LLH","glrlm","GrayLevelVariance","4.559466444785568"
"wavelet-LLH","glrlm","HighGrayLevelRunEmphasis","118.42340953631683"
"wavelet-LLH","glrlm","LongRunEmphasis","5.682476484498123"
"wavelet-LLH","glrlm","LongRunHighGrayLevelEmphasis","729.0453297928177"
"wavelet-LLH","glrlm","LongRunLowGrayLevelEmphasis","0.05142830078141632"
"wavelet-LLH","glrlm","LowGrayLevelRunEmphasis","0.013077311021084486"
"wavelet-LLH","glrlm","RunEntropy","3.8795409449591696"
"wavelet-LLH","glrlm","RunLengthNonUniformity","7571.056229643573"
"wavelet-LLH","glrlm","RunLengthNonUniformityNormalized","0.39078767714542284"
"wavelet-LLH","glrlm","RunPercentage","0.5469653714755476"
"wavelet-LLH","glrlm","RunVariance","1.9668281986907723"
"wavelet-LLH","glrlm","ShortRunEmphasis","0.6332009205568472"
"wavelet-LLH","glrlm","ShortRunHighGrayLevelEmphasis","70.88598283134267"
"wavelet-LLH","glrlm","ShortRunLowGrayLevelEmphasis","0.009869807891640603"
"wavelet-LLH","glszm","GrayLevelNonUniformity","148.4262023217247"
"wavelet-LLH","glszm","GrayLevelNonUniformityNormalized","0.12307313625350308"
"wavelet-LLH","glszm","GrayLevelVariance","8.144127345582756"
"wavelet-LLH","glszm","HighGrayLevelZoneEmphasis","75.31343283582089"
"wavelet-LLH","glszm","LargeAreaEmphasis","369932.3175787728"
"wavelet-LLH","glszm","LargeAreaHighGrayLevelEmphasis","48655199.906301826"
"wavelet-LLH","glszm","LargeAreaLowGrayLevelEmphasis","2835.802279242127"
"wavelet-LLH","glszm","LowGrayLevelZoneEmphasis","0.0272662498864862"
"wavelet-LLH","glszm","SizeZoneNonUniformity","372.64179104477614"
"wavelet-LLH","glszm","SizeZoneNonUniformityNormalized","0.30898987648820575"
"wavelet-LLH","glszm","SmallAreaEmphasis","0.571396190256619"
"wavelet-LLH","glszm","SmallAreaHighGrayLevelEmphasis","43.16741186070528"
"wavelet-LLH","glszm","SmallAreaLowGrayLevelEmphasis","0.014018831238575833"
"wavelet-LLH","glszm","ZoneEntropy","5.447506706721867"
"wavelet-LLH","glszm","ZonePercentage","0.03521476333693462"
"wavelet-LLH","glszm","ZoneVariance","369125.91770349466"
"wavelet-LLH","gldm","DependenceEntropy","5.627705317434495"
"wavelet-LLH","gldm","DependenceNonUniformity","2034.8211230180746"
"wavelet-LLH","gldm","DependenceNonUniformityNormalized","0.059416040033231365"
"wavelet-LLH","gldm","DependenceVariance","26.73226365482717"
"wavelet-LLH","gldm","GrayLevelNonUniformity","13110.158933629224"
"wavelet-LLH","gldm","GrayLevelVariance","2.9685484976284946"
"wavelet-LLH","gldm","HighGrayLevelEmphasis","123.92743889975765"
"wavelet-LLH","gldm","LargeDependenceEmphasis","190.0325575962858"
"wavelet-LLH","gldm","LargeDependenceHighGrayLevelEmphasis","24922.775921978566"
"wavelet-LLH","gldm","LargeDependenceLowGrayLevelEmphasis","1.498477914557736"
"wavelet-LLH","gldm","LowGrayLevelEmphasis","0.010878884018595677"
"wavelet-LLH","gldm","SmallDependenceEmphasis","0.037105372886289206"
"wavelet-LLH","gldm","SmallDependenceHighGrayLevelEmphasis","3.0426322150765457"
"wavelet-LLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0009039893285519072"
"wavelet-LLH","ngtdm","Busyness","23.657896724901924"
"wavelet-LLH","ngtdm","Coarseness","0.00016962600762316954"
"wavelet-LLH","ngtdm","Complexity","61.37101965985811"
"wavelet-LLH","ngtdm","Contrast","0.01866802776361636"
"wavelet-LLH","ngtdm","Strength","0.04494030358845445"
"wavelet-LHL","firstorder","10Percentile","-23.4216351375367"
"wavelet-LHL","firstorder","90Percentile","21.501129453525508"
"wavelet-LHL","firstorder","Energy","11474336.23974284"
"wavelet-LHL","firstorder","Entropy","1.6843020988234245"
"wavelet-LHL","firstorder","InterquartileRange","23.20743049485619"
"wavelet-LHL","firstorder","Kurtosis","4.270929199673977"
"wavelet-LHL","firstorder","Maximum","69.08013060043223"
"wavelet-LHL","firstorder","MeanAbsoluteDeviation","14.185214667726125"
"wavelet-LHL","firstorder","Mean","-0.8290021363724576"
"wavelet-LHL","firstorder","Median","-0.27389812163423166"
"wavelet-LHL","firstorder","Minimum","-146.18784495725075"
"wavelet-LHL","firstorder","Range","215.26797555768297"
"wavelet-LHL","firstorder","RobustMeanAbsoluteDeviation","9.652230370057657"
"wavelet-LHL","firstorder","RootMeanSquared","18.30427446320509"
"wavelet-LHL","firstorder","Skewness","-0.3475844349211374"
"wavelet-LHL","firstorder","TotalEnergy","5485221.558454948"
"wavelet-LHL","firstorder","Uniformity","0.3671062232616969"
"wavelet-LHL","firstorder","Variance","334.3592190822319"
"wavelet-LHL","glcm","Autocorrelation","42.09525511147142"
"wavelet-LHL","glcm","ClusterProminence","7.870734676530144"
"wavelet-LHL","glcm","ClusterShade","-0.4627617368529867"
"wavelet-LHL","glcm","ClusterTendency","1.3789481648912967"
"wavelet-LHL","glcm","Contrast","0.9863106719185442"
"wavelet-LHL","glcm","Correlation","0.16551780835705315"
"wavelet-LHL","glcm","DifferenceAverage","0.7007564719148676"
"wavelet-LHL","glcm","DifferenceEntropy","1.4118199065006602"
"wavelet-LHL","glcm","DifferenceVariance","0.46964126736702644"
"wavelet-LHL","glcm","Id","0.6929974768428783"
"wavelet-LHL","glcm","Idm","0.6779764284171693"
"wavelet-LHL","glcm","Idmn","0.9883029762951163"
"wavelet-LHL","glcm","Idn","0.9324402738169094"
"wavelet-LHL","glcm","Imc1","-0.05596019206700367"
"wavelet-LHL","glcm","Imc2","0.2843571620219893"
"wavelet-LHL","glcm","InverseVariance","0.4893140740550621"
"wavelet-LHL","glcm","JointAverage","6.4805146227724135"
"wavelet-LHL","glcm","JointEnergy","0.1489793645447761"
"wavelet-LHL","glcm","JointEntropy","3.226166943894258"
"wavelet-LHL","glcm","MCC","0.2980483135472963"
"wavelet-LHL","glcm","MaximumProbability","0.20949434938775616"
"wavelet-LHL","glcm","SumAverage","12.961029245544829"
"wavelet-LHL","glcm","SumEntropy","2.237153652943685"
"wavelet-LHL","glcm","SumSquares","0.5913147092024603"
"wavelet-LHL","glrlm","GrayLevelNonUniformity","6830.121641790578"
"wavelet-LHL","glrlm","GrayLevelNonUniformityNormalized","0.3257847459507018"
"wavelet-LHL","glrlm","GrayLevelVariance","0.7712732410157"
"wavelet-LHL","glrlm","HighGrayLevelRunEmphasis","42.32426607827757"
"wavelet-LHL","glrlm","LongRunEmphasis","4.169889659993479"
"wavelet-LHL","glrlm","LongRunHighGrayLevelEmphasis","177.65248373266743"
"wavelet-LHL","glrlm","LongRunLowGrayLevelEmphasis","0.10263236126229984"
"wavelet-LHL","glrlm","LowGrayLevelRunEmphasis","0.02575355501985815"
"wavelet-LHL","glrlm","RunEntropy","3.3556144623963466"
"wavelet-LHL","glrlm","RunLengthNonUniformity","9712.466239232632"
"wavelet-LHL","glrlm","RunLengthNonUniformityNormalized","0.4503093270533982"
"wavelet-LHL","glrlm","RunPercentage","0.6117908137939091"
"wavelet-LHL","glrlm","RunVariance","1.258967758945571"
"wavelet-LHL","glrlm","ShortRunEmphasis","0.6843196809532237"
"wavelet-LHL","glrlm","ShortRunHighGrayLevelEmphasis","28.871929991331697"
"wavelet-LHL","glrlm","ShortRunLowGrayLevelEmphasis","0.018016460897233723"
"wavelet-LHL","glszm","GrayLevelNonUniformity","325.4279379157428"
"wavelet-LHL","glszm","GrayLevelNonUniformityNormalized","0.3607848535651251"
"wavelet-LHL","glszm","GrayLevelVariance","3.0567806942935385"
"wavelet-LHL","glszm","HighGrayLevelZoneEmphasis","43.20066518847007"
"wavelet-LHL","glszm","LargeAreaEmphasis","463675.4689578714"
"wavelet-LHL","glszm","LargeAreaHighGrayLevelEmphasis","19737485.6518847"
"wavelet-LHL","glszm","LargeAreaLowGrayLevelEmphasis","11156.339760556313"
"wavelet-LHL","glszm","LowGrayLevelZoneEmphasis","0.03395205773653799"
"wavelet-LHL","glszm","SizeZoneNonUniformity","142.85365853658536"
"wavelet-LHL","glszm","SizeZoneNonUniformityNormalized","0.15837434427559352"
"wavelet-LHL","glszm","SmallAreaEmphasis","0.3886208407909301"
"wavelet-LHL","glszm","SmallAreaHighGrayLevelEmphasis","16.249751473408256"
"wavelet-LHL","glszm","SmallAreaLowGrayLevelEmphasis","0.01525352015509021"
"wavelet-LHL","glszm","ZoneEntropy","5.128418864989435"
"wavelet-LHL","glszm","ZonePercentage","0.026338073407889743"
"wavelet-LHL","glszm","ZoneVariance","462233.911383179"
"wavelet-LHL","gldm","DependenceEntropy","5.454614143059468"
"wavelet-LHL","gldm","DependenceNonUniformity","2163.6302449849622"
"wavelet-LHL","gldm","DependenceNonUniformityNormalized","0.06317721975603592"
"wavelet-LHL","gldm","DependenceVariance","19.542762744405444"
"wavelet-LHL","gldm","GrayLevelNonUniformity","12572.286828043332"
"wavelet-LHL","gldm","GrayLevelVariance","0.6161552963870296"
"wavelet-LHL","gldm","HighGrayLevelEmphasis","42.45586474727713"
"wavelet-LHL","gldm","LargeDependenceEmphasis","142.60714807136392"
"wavelet-LHL","gldm","LargeDependenceHighGrayLevelEmphasis","6093.7000029199635"
"wavelet-LHL","gldm","LargeDependenceLowGrayLevelEmphasis","3.4399414571169626"
"wavelet-LHL","gldm","LowGrayLevelEmphasis","0.025192142721738642"
"wavelet-LHL","gldm","SmallDependenceEmphasis","0.027695978634241756"
"wavelet-LHL","gldm","SmallDependenceHighGrayLevelEmphasis","1.1550293162907836"
"wavelet-LHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.0008989130720384668"
"wavelet-LHL","ngtdm","Busyness","69.47071138920376"
"wavelet-LHL","ngtdm","Coarseness","0.0001723378447753127"
"wavelet-LHL","ngtdm","Complexity","23.530559097727387"
"wavelet-LHL","ngtdm","Contrast","0.009750722386805941"
"wavelet-LHL","ngtdm","Strength","0.008708085538668814"
"wavelet-LHH","firstorder","10Percentile","-8.234451897919113"
"wavelet-LHH","firstorder","90Percentile","8.833511227792476"
"wavelet-LHH","firstorder","Energy","2082393.3426182116"
"wavelet-LHH","firstorder","Entropy","1.0954880639937294"
"wavelet-LHH","firstorder","InterquartileRange","8.634369867345628"
"wavelet-LHH","firstorder","Kurtosis","7.952170224503271"
"wavelet-LHH","firstorder","Maximum","66.19685588474327"
"wavelet-LHH","firstorder","MeanAbsoluteDeviation","5.628441742366029"
"wavelet-LHH","firstorder","Mean","0.4601586603227444"
"wavelet-LHH","firstorder","Median","-0.009700596333533554"
"wavelet-LHH","firstorder","Minimum","-35.45354426416556"
"wavelet-LHH","firstorder","Range","101.65040014890883"
"wavelet-LHH","firstorder","RobustMeanAbsoluteDeviation","3.6038613968295286"
"wavelet-LHH","firstorder","RootMeanSquared","7.797764527146205"
"wavelet-LHH","firstorder","Skewness","1.2008896113579375"
"wavelet-LHH","firstorder","TotalEnergy","995472.7330152276"
"wavelet-LHH","firstorder","Uniformity","0.48648194845719683"
"wavelet-LHH","firstorder","Variance","60.593385628149655"
"wavelet-LHH","glcm","Autocorrelation","6.292626463071319"
"wavelet-LHH","glcm","ClusterProminence","0.9610393484733017"
"wavelet-LHH","glcm","ClusterShade","0.12968902011329628"
"wavelet-LHH","glcm","ClusterTendency","0.5883225265740518"
"wavelet-LHH","glcm","Contrast","0.5018144469633079"
"wavelet-LHH","glcm","Correlation","0.07789011773930356"
"wavelet-LHH","glcm","DifferenceAverage","0.488564283323018"
"wavelet-LHH","glcm","DifferenceEntropy","1.0313982937803157"
"wavelet-LHH","glcm","DifferenceVariance","0.25814580005205146"
"wavelet-LHH","glcm","Id","0.7578768347328511"
"wavelet-LHH","glcm","Idm","0.7570421548399769"
"wavelet-LHH","glcm","Idmn","0.9808116519893054"
"wavelet-LHH","glcm","Idn","0.9188845397143269"
"wavelet-LHH","glcm","Imc1","-0.031951938324758664"
"wavelet-LHH","glcm","Imc2","0.19801799632193415"
"wavelet-LHH","glcm","InverseVariance","0.47743173297134167"
"wavelet-LHH","glcm","JointAverage","2.5041902822410167"
"wavelet-LHH","glcm","JointEnergy","0.24629972488792623"
"wavelet-LHH","glcm","JointEntropy","2.1201995253624633"
"wavelet-LHH","glcm","MCC","0.27187057043882973"
"wavelet-LHH","glcm","MaximumProbability","0.2699290502660302"
"wavelet-LHH","glcm","SumAverage","5.0083805644820325"
"wavelet-LHH","glcm","SumEntropy","1.59849385559662"
"wavelet-LHH","glcm","SumSquares","0.2725342433843399"
"wavelet-LHH","glrlm","GrayLevelNonUniformity","8656.530761625367"
"wavelet-LHH","glrlm","GrayLevelNonUniformityNormalized","0.47941144924369417"
"wavelet-LHH","glrlm","GrayLevelVariance","0.29380352917751706"
"wavelet-LHH","glrlm","HighGrayLevelRunEmphasis","6.742037414293997"
"wavelet-LHH","glrlm","LongRunEmphasis","5.878922181764523"
"wavelet-LHH","glrlm","LongRunHighGrayLevelEmphasis","37.87541452646648"
"wavelet-LHH","glrlm","LongRunLowGrayLevelEmphasis","1.0776623030610402"
"wavelet-LHH","glrlm","LowGrayLevelRunEmphasis","0.1773041455852438"
"wavelet-LHH","glrlm","RunEntropy","2.9955350205900926"
"wavelet-LHH","glrlm","RunLengthNonUniformity","6739.821055459169"
"wavelet-LHH","glrlm","RunLengthNonUniformityNormalized","0.3646924751367176"
"wavelet-LHH","glrlm","RunPercentage","0.5272578620025111"
"wavelet-LHH","glrlm","RunVariance","1.8306607515591329"
"wavelet-LHH","glrlm","ShortRunEmphasis","0.5900269044488711"
"wavelet-LHH","glrlm","ShortRunHighGrayLevelEmphasis","4.073250876791813"
"wavelet-LHH","glrlm","ShortRunLowGrayLevelEmphasis","0.10290919573444414"
"wavelet-LHH","glszm","GrayLevelNonUniformity","19.431372549019606"
"wavelet-LHH","glszm","GrayLevelNonUniformityNormalized","0.38100730488273743"
"wavelet-LHH","glszm","GrayLevelVariance","1.5440215301806997"
"wavelet-LHH","glszm","HighGrayLevelZoneEmphasis","13.862745098039216"
"wavelet-LHH","glszm","LargeAreaEmphasis","11182163.43137255"
"wavelet-LHH","glszm","LargeAreaHighGrayLevelEmphasis","71892515.23529412"
"wavelet-LHH","glszm","LargeAreaLowGrayLevelEmphasis","2041364.5244172113"
"wavelet-LHH","glszm","LowGrayLevelZoneEmphasis","0.19595315904139432"
"wavelet-LHH","glszm","SizeZoneNonUniformity","19.313725490196077"
"wavelet-LHH","glszm","SizeZoneNonUniformityNormalized","0.37870049980776627"
"wavelet-LHH","glszm","SmallAreaEmphasis","0.6354950182958913"
"wavelet-LHH","glszm","SmallAreaHighGrayLevelEmphasis","8.454390879671664"
"wavelet-LHH","glszm","SmallAreaLowGrayLevelEmphasis","0.15517873277711478"
"wavelet-LHH","glszm","ZoneEntropy","3.4480736871435678"
"wavelet-LHH","glszm","ZonePercentage","0.0014891815341489766"
"wavelet-LHH","glszm","ZoneVariance","10731238.014609765"
"wavelet-LHH","gldm","DependenceEntropy","4.743579271184287"
"wavelet-LHH","gldm","DependenceNonUniformity","3141.52898064064"
"wavelet-LHH","gldm","DependenceNonUniformityNormalized","0.09173150876399802"
"wavelet-LHH","gldm","DependenceVariance","10.520805770279539"
"wavelet-LHH","gldm","GrayLevelNonUniformity","16660.547288813617"
"wavelet-LHH","gldm","GrayLevelVariance","0.27902273635131597"
"wavelet-LHH","gldm","HighGrayLevelEmphasis","6.595701813297515"
"wavelet-LHH","gldm","LargeDependenceEmphasis","187.17934417613222"
"wavelet-LHH","gldm","LargeDependenceHighGrayLevelEmphasis","1188.0772330423104"
"wavelet-LHH","gldm","LargeDependenceLowGrayLevelEmphasis","34.67470387511639"
"wavelet-LHH","gldm","LowGrayLevelEmphasis","0.18011028541023869"
"wavelet-LHH","gldm","SmallDependenceEmphasis","0.008756639220499454"
"wavelet-LHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.07025417849473266"
"wavelet-LHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0015456738940936472"
"wavelet-LHH","ngtdm","Busyness","502.5854472645358"
"wavelet-LHH","ngtdm","Coarseness","0.00012711855418117974"
"wavelet-LHH","ngtdm","Complexity","5.660494134550612"
"wavelet-LHH","ngtdm","Contrast","0.013374728639436378"
"wavelet-LHH","ngtdm","Strength","0.0015325876369547515"
"wavelet-HLL","firstorder","10Percentile","-19.074141161954227"
"wavelet-HLL","firstorder","90Percentile","18.58864264754553"
"wavelet-HLL","firstorder","Energy","7581079.006872574"
"wavelet-HLL","firstorder","Entropy","1.457032535374844"
"wavelet-HLL","firstorder","InterquartileRange","19.515693111731572"
"wavelet-HLL","firstorder","Kurtosis","3.2483164140228316"
"wavelet-HLL","firstorder","Maximum","67.63325134972496"
"wavelet-HLL","firstorder","MeanAbsoluteDeviation","11.762324051926722"
"wavelet-HLL","firstorder","Mean","-0.18432967837386705"
"wavelet-HLL","firstorder","Median","-0.12283921876438124"
"wavelet-HLL","firstorder","Minimum","-70.69514442801196"
"wavelet-HLL","firstorder","Range","138.32839577773692"
"wavelet-HLL","firstorder","RobustMeanAbsoluteDeviation","8.130902844392718"
"wavelet-HLL","firstorder","RootMeanSquared","14.878331965567558"
