"Image type","Feature Class","Feature Name","INTAE_BAEK..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.23.19.18.55_segment_INTAE_BAEK..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.23.19.18.55"
"wavelet-LLH","glcm","Idmn","0.9780255113689923"
"wavelet-LLH","glcm","Idn","0.9108451060902725"
"wavelet-LLH","glcm","Imc1","-0.03770803879370594"
"wavelet-LLH","glcm","Imc2","0.24803478068383006"
"wavelet-LLH","glcm","InverseVariance","0.48980811993558027"
"wavelet-LLH","glcm","JointAverage","3.4557660968287247"
"wavelet-LLH","glcm","JointEnergy","0.15675699322417372"
"wavelet-LLH","glcm","JointEntropy","3.101125166779203"
"wavelet-LLH","glcm","MCC","0.2035659447573196"
"wavelet-LLH","glcm","MaximumProbability","0.22697553222346015"
"wavelet-LLH","glcm","SumAverage","6.911532193657449"
"wavelet-LLH","glcm","SumEntropy","2.193102671440769"
"wavelet-LLH","glcm","SumSquares","0.5239267447720383"
"wavelet-LLH","glrlm","GrayLevelNonUniformity","889.1425115425168"
"wavelet-LLH","glrlm","GrayLevelNonUniformityNormalized","0.3444099214526525"
"wavelet-LLH","glrlm","GrayLevelVariance","0.6568833363101523"
"wavelet-LLH","glrlm","HighGrayLevelRunEmphasis","12.648800099649982"
"wavelet-LLH","glrlm","LongRunEmphasis","4.028678390070287"
"wavelet-LLH","glrlm","LongRunHighGrayLevelEmphasis","49.60986582868689"
"wavelet-LLH","glrlm","LongRunLowGrayLevelEmphasis","0.3805344759795805"
"wavelet-LLH","glrlm","LowGrayLevelRunEmphasis","0.10346245518254747"
"wavelet-LLH","glrlm","RunEntropy","3.2552125021111276"
"wavelet-LLH","glrlm","RunLengthNonUniformity","1172.5452707921372"
"wavelet-LLH","glrlm","RunLengthNonUniformityNormalized","0.4472019890553883"
"wavelet-LLH","glrlm","RunPercentage","0.6086341118188252"
"wavelet-LLH","glrlm","RunVariance","1.2098287672974968"
"wavelet-LLH","glrlm","ShortRunEmphasis","0.685347565736258"
"wavelet-LLH","glrlm","ShortRunHighGrayLevelEmphasis","8.746441294478924"
"wavelet-LLH","glrlm","ShortRunLowGrayLevelEmphasis","0.07427571343104605"
"wavelet-LLH","glszm","GrayLevelNonUniformity","48.3968253968254"
"wavelet-LLH","glszm","GrayLevelNonUniformityNormalized","0.3841017888636936"
"wavelet-LLH","glszm","GrayLevelVariance","2.547556059460821"
"wavelet-LLH","glszm","HighGrayLevelZoneEmphasis","15.246031746031745"
"wavelet-LLH","glszm","LargeAreaEmphasis","53642.40476190476"
"wavelet-LLH","glszm","LargeAreaHighGrayLevelEmphasis","658563.1507936508"
"wavelet-LLH","glszm","LargeAreaLowGrayLevelEmphasis","4743.884627425044"
"wavelet-LLH","glszm","LowGrayLevelZoneEmphasis","0.18350970017636684"
"wavelet-LLH","glszm","SizeZoneNonUniformity","23.03174603174603"
"wavelet-LLH","glszm","SizeZoneNonUniformityNormalized","0.18279163517258756"
"wavelet-LLH","glszm","SmallAreaEmphasis","0.40919284765630526"
"wavelet-LLH","glszm","SmallAreaHighGrayLevelEmphasis","7.006454695771038"
"wavelet-LLH","glszm","SmallAreaLowGrayLevelEmphasis","0.08528347726213635"
"wavelet-LLH","glszm","ZoneEntropy","4.481221118784116"
"wavelet-LLH","glszm","ZonePercentage","0.029723991507430998"
"wavelet-LLH","glszm","ZoneVariance","52510.56292517006"
"wavelet-LLH","gldm","DependenceEntropy","5.40856689441372"
"wavelet-LLH","gldm","DependenceNonUniformity","262.2757725878745"
"wavelet-LLH","gldm","DependenceNonUniformityNormalized","0.061872086007991156"
"wavelet-LLH","gldm","DependenceVariance","20.49290357608477"
"wavelet-LLH","gldm","GrayLevelNonUniformity","1631.1037980655815"
"wavelet-LLH","gldm","GrayLevelVariance","0.530145909752625"
"wavelet-LLH","gldm","HighGrayLevelEmphasis","12.508374616654871"
"wavelet-LLH","gldm","LargeDependenceEmphasis","145.38499646142958"
"wavelet-LLH","gldm","LargeDependenceHighGrayLevelEmphasis","1772.6102854446804"
"wavelet-LLH","gldm","LargeDependenceLowGrayLevelEmphasis","13.166799494115489"
"wavelet-LLH","gldm","LowGrayLevelEmphasis","0.09882630861576368"
"wavelet-LLH","gldm","SmallDependenceEmphasis","0.029839587080649026"
"wavelet-LLH","gldm","SmallDependenceHighGrayLevelEmphasis","0.43517381442484215"
"wavelet-LLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.004773573884332608"
"wavelet-LLH","ngtdm","Busyness","27.266532472979787"
"wavelet-LLH","ngtdm","Coarseness","0.001463698879660733"
"wavelet-LLH","ngtdm","Complexity","7.785595590298778"
"wavelet-LLH","ngtdm","Contrast","0.018091666785718916"
"wavelet-LLH","ngtdm","Strength","0.019070105301038382"
"wavelet-LHL","firstorder","10Percentile","-32.21926962830482"
"wavelet-LHL","firstorder","90Percentile","30.965565132234843"
"wavelet-LHL","firstorder","Energy","2551024.7539460594"
"wavelet-LHL","firstorder","Entropy","2.076355139609796"
"wavelet-LHL","firstorder","InterquartileRange","33.70629850079783"
"wavelet-LHL","firstorder","Kurtosis","2.8912656410670134"
"wavelet-LHL","firstorder","Maximum","88.48990507660933"
"wavelet-LHL","firstorder","MeanAbsoluteDeviation","19.656247555274568"
"wavelet-LHL","firstorder","Mean","-0.8948900512793236"
"wavelet-LHL","firstorder","Median","-1.1924218332422174"
"wavelet-LHL","firstorder","Minimum","-87.05369544934678"
"wavelet-LHL","firstorder","Range","175.5436005259561"
"wavelet-LHL","firstorder","RobustMeanAbsoluteDeviation","13.868363660452427"
"wavelet-LHL","firstorder","RootMeanSquared","24.53158607286347"
"wavelet-LHL","firstorder","Skewness","-0.00422475175722239"
"wavelet-LHL","firstorder","TotalEnergy","1118340.7430581483"
"wavelet-LHL","firstorder","Uniformity","0.27442694609268864"
"wavelet-LHL","firstorder","Variance","600.9978870464302"
"wavelet-LHL","glcm","Autocorrelation","20.01668251502086"
"wavelet-LHL","glcm","ClusterProminence","18.901937037380176"
"wavelet-LHL","glcm","ClusterShade","0.00911843030683767"
"wavelet-LHL","glcm","ClusterTendency","2.490494025417701"
"wavelet-LHL","glcm","Contrast","1.7214963428672774"
"wavelet-LHL","glcm","Correlation","0.18321101835796386"
"wavelet-LHL","glcm","DifferenceAverage","0.9723362851022745"
"wavelet-LHL","glcm","DifferenceEntropy","1.6978568333872206"
"wavelet-LHL","glcm","DifferenceVariance","0.7238390561077735"
"wavelet-LHL","glcm","Id","0.6193727750626562"
"wavelet-LHL","glcm","Idm","0.587394009878711"
"wavelet-LHL","glcm","Idmn","0.9751512881397838"
"wavelet-LHL","glcm","Idn","0.8997897095569087"
"wavelet-LHL","glcm","Imc1","-0.055115074417741744"
"wavelet-LHL","glcm","Imc2","0.2911323192930631"
"wavelet-LHL","glcm","InverseVariance","0.48979620610354274"
"wavelet-LHL","glcm","JointAverage","4.452463123851455"
"wavelet-LHL","glcm","JointEnergy","0.08133958647595364"
"wavelet-LHL","glcm","JointEntropy","4.0517081135515"
"wavelet-LHL","glcm","MCC","0.2334888673904871"
"wavelet-LHL","glcm","MaximumProbability","0.14586747376310277"
"wavelet-LHL","glcm","SumAverage","8.90492624770291"
"wavelet-LHL","glcm","SumEntropy","2.682829292827816"
"wavelet-LHL","glcm","SumSquares","1.0529975920712447"
"wavelet-LHL","glrlm","GrayLevelNonUniformity","762.8506213094877"
"wavelet-LHL","glrlm","GrayLevelNonUniformityNormalized","0.2529969306075986"
"wavelet-LHL","glrlm","GrayLevelVariance","1.1925564110238678"
"wavelet-LHL","glrlm","HighGrayLevelRunEmphasis","21.149006583959494"
"wavelet-LHL","glrlm","LongRunEmphasis","2.728594592895073"
"wavelet-LHL","glrlm","LongRunHighGrayLevelEmphasis","56.23806000358134"
"wavelet-LHL","glrlm","LongRunLowGrayLevelEmphasis","0.16157454546790675"
"wavelet-LHL","glrlm","LowGrayLevelRunEmphasis","0.06338258273117103"
"wavelet-LHL","glrlm","RunEntropy","3.3351246161827457"
"wavelet-LHL","glrlm","RunLengthNonUniformity","1729.979144595536"
"wavelet-LHL","glrlm","RunLengthNonUniformityNormalized","0.5625173739261323"
"wavelet-LHL","glrlm","RunPercentage","0.7122144192207887"
"wavelet-LHL","glrlm","RunVariance","0.6610157464396528"
"wavelet-LHL","glrlm","ShortRunEmphasis","0.7717097508942696"
"wavelet-LHL","glrlm","ShortRunHighGrayLevelEmphasis","16.444160045438114"
"wavelet-LHL","glrlm","ShortRunLowGrayLevelEmphasis","0.050234298445512304"
"wavelet-LHL","glszm","GrayLevelNonUniformity","32.758389261744966"
"wavelet-LHL","glszm","GrayLevelNonUniformityNormalized","0.21985496148822126"
"wavelet-LHL","glszm","GrayLevelVariance","4.157110040088284"
"wavelet-LHL","glszm","HighGrayLevelZoneEmphasis","22.664429530201343"
"wavelet-LHL","glszm","LargeAreaEmphasis","29142.073825503358"
"wavelet-LHL","glszm","LargeAreaHighGrayLevelEmphasis","590570.9798657718"
"wavelet-LHL","glszm","LargeAreaLowGrayLevelEmphasis","1526.9639121543473"
"wavelet-LHL","glszm","LowGrayLevelZoneEmphasis","0.12089879240286719"
"wavelet-LHL","glszm","SizeZoneNonUniformity","26.288590604026847"
"wavelet-LHL","glszm","SizeZoneNonUniformityNormalized","0.17643349398675737"
"wavelet-LHL","glszm","SmallAreaEmphasis","0.4100786219168716"
"wavelet-LHL","glszm","SmallAreaHighGrayLevelEmphasis","9.06372623765213"
"wavelet-LHL","glszm","SmallAreaLowGrayLevelEmphasis","0.0577341184168405"
"wavelet-LHL","glszm","ZoneEntropy","5.135271980715931"
"wavelet-LHL","glszm","ZonePercentage","0.03514979948100967"
"wavelet-LHL","glszm","ZoneVariance","28332.690419350474"
"wavelet-LHL","gldm","DependenceEntropy","5.688992698187966"
"wavelet-LHL","gldm","DependenceNonUniformity","309.76669025713613"
"wavelet-LHL","gldm","DependenceNonUniformityNormalized","0.07307541643244542"
"wavelet-LHL","gldm","DependenceVariance","14.470497916954313"
"wavelet-LHL","gldm","GrayLevelNonUniformity","1163.2958244869073"
"wavelet-LHL","gldm","GrayLevelVariance","1.0429281432297106"
"wavelet-LHL","gldm","HighGrayLevelEmphasis","20.934654399622552"
"wavelet-LHL","gldm","LargeDependenceEmphasis","86.42203349846662"
"wavelet-LHL","gldm","LargeDependenceHighGrayLevelEmphasis","1734.1075725406936"
"wavelet-LHL","gldm","LargeDependenceLowGrayLevelEmphasis","4.837521652012224"
"wavelet-LHL","gldm","LowGrayLevelEmphasis","0.061517869513142996"
"wavelet-LHL","gldm","SmallDependenceEmphasis","0.04225225556799854"
"wavelet-LHL","gldm","SmallDependenceHighGrayLevelEmphasis","0.9251739757174005"
"wavelet-LHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.004029048504333645"
"wavelet-LHL","ngtdm","Busyness","14.549425687041177"
"wavelet-LHL","ngtdm","Coarseness","0.0016216115631452646"
"wavelet-LHL","ngtdm","Complexity","18.99015214073984"
"wavelet-LHL","ngtdm","Contrast","0.02614080517013571"
"wavelet-LHL","ngtdm","Strength","0.0338529923415339"
"wavelet-LHH","firstorder","10Percentile","-10.20391440523548"
"wavelet-LHH","firstorder","90Percentile","9.953656823069323"
"wavelet-LHH","firstorder","Energy","261470.33358187624"
"wavelet-LHH","firstorder","Entropy","1.0152662882427865"
"wavelet-LHH","firstorder","InterquartileRange","10.876078843400517"
"wavelet-LHH","firstorder","Kurtosis","2.9348041428460796"
"wavelet-LHH","firstorder","Maximum","29.353880696861243"
"wavelet-LHH","firstorder","MeanAbsoluteDeviation","6.3023471743025725"
"wavelet-LHH","firstorder","Mean","0.06366735541317044"
"wavelet-LHH","firstorder","Median","0.09189952417227498"
"wavelet-LHH","firstorder","Minimum","-29.333159045071888"
"wavelet-LHH","firstorder","Range","58.687039741933134"
"wavelet-LHH","firstorder","RobustMeanAbsoluteDeviation","4.452019596376127"
"wavelet-LHH","firstorder","RootMeanSquared","7.853793934484148"
"wavelet-LHH","firstorder","Skewness","0.014179651844320938"
"wavelet-LHH","firstorder","TotalEnergy","114625.67217087865"
"wavelet-LHH","firstorder","Uniformity","0.4986247796984616"
"wavelet-LHH","firstorder","Variance","61.678025633194686"
"wavelet-LHH","glcm","Autocorrelation","6.282449855327233"
"wavelet-LHH","glcm","ClusterProminence","0.5475081049486126"
"wavelet-LHH","glcm","ClusterShade","-0.002062057236259189"
"wavelet-LHH","glcm","ClusterTendency","0.5283396008834605"
"wavelet-LHH","glcm","Contrast","0.48350132024864667"
"wavelet-LHH","glcm","Correlation","0.04430207966050648"
"wavelet-LHH","glcm","DifferenceAverage","0.48075269904399387"
"wavelet-LHH","glcm","DifferenceEntropy","0.9996880867300569"
"wavelet-LHH","glcm","DifferenceVariance","0.24812944715775043"
"wavelet-LHH","glcm","Id","0.760081754012112"
"wavelet-LHH","glcm","Idm","0.7598985125984684"
"wavelet-LHH","glcm","Idmn","0.9716072509478089"
"wavelet-LHH","glcm","Idn","0.9039410808980229"
"wavelet-LHH","glcm","Imc1","-0.0144643352824918"
"wavelet-LHH","glcm","Imc2","0.09576608508429844"
"wavelet-LHH","glcm","InverseVariance","0.47834765548992275"
"wavelet-LHH","glcm","JointAverage","2.504244323883053"
"wavelet-LHH","glcm","JointEnergy","0.25321704595167327"
"wavelet-LHH","glcm","JointEntropy","2.0171909727107105"
"wavelet-LHH","glcm","MCC","0.07956854726285324"
"wavelet-LHH","glcm","MaximumProbability","0.26957933245479987"
"wavelet-LHH","glcm","SumAverage","5.008488647766106"
"wavelet-LHH","glcm","SumEntropy","1.5246986747787283"
"wavelet-LHH","glcm","SumSquares","0.25296023028302683"
"wavelet-LHH","glrlm","GrayLevelNonUniformity","1143.668904628141"
"wavelet-LHH","glrlm","GrayLevelNonUniformityNormalized","0.49735378581247774"
"wavelet-LHH","glrlm","GrayLevelVariance","0.2553239162724762"
"wavelet-LHH","glrlm","HighGrayLevelRunEmphasis","6.5243351003165095"
"wavelet-LHH","glrlm","LongRunEmphasis","5.282465564394656"
"wavelet-LHH","glrlm","LongRunHighGrayLevelEmphasis","34.53154079351991"
"wavelet-LHH","glrlm","LongRunLowGrayLevelEmphasis","0.9492005609541467"
"wavelet-LHH","glrlm","LowGrayLevelRunEmphasis","0.18073259862283786"
"wavelet-LHH","glrlm","RunEntropy","2.820730816526341"
"wavelet-LHH","glrlm","RunLengthNonUniformity","891.3419603585634"
"wavelet-LHH","glrlm","RunLengthNonUniformityNormalized","0.38026965893583087"
"wavelet-LHH","glrlm","RunPercentage","0.5423993322082494"
"wavelet-LHH","glrlm","RunVariance","1.6004326316713247"
"wavelet-LHH","glrlm","ShortRunEmphasis","0.6027390196635012"
"wavelet-LHH","glrlm","ShortRunHighGrayLevelEmphasis","3.9309469319480645"
"wavelet-LHH","glrlm","ShortRunLowGrayLevelEmphasis","0.10931580484489231"
"wavelet-LHH","glszm","GrayLevelNonUniformity","2.75"
"wavelet-LHH","glszm","GrayLevelNonUniformityNormalized","0.34375"
"wavelet-LHH","glszm","GrayLevelVariance","1.609375"
"wavelet-LHH","glszm","HighGrayLevelZoneEmphasis","9.875"
"wavelet-LHH","glszm","LargeAreaEmphasis","1119979.375"
"wavelet-LHH","glszm","LargeAreaHighGrayLevelEmphasis","7328813.375"
"wavelet-LHH","glszm","LargeAreaLowGrayLevelEmphasis","200859.08680555556"
"wavelet-LHH","glszm","LowGrayLevelZoneEmphasis","0.3263888888888889"
"wavelet-LHH","glszm","SizeZoneNonUniformity","4.75"
"wavelet-LHH","glszm","SizeZoneNonUniformityNormalized","0.59375"
"wavelet-LHH","glszm","SmallAreaEmphasis","0.7500000558216935"
"wavelet-LHH","glszm","SmallAreaHighGrayLevelEmphasis","8.25000036040155"
"wavelet-LHH","glszm","SmallAreaLowGrayLevelEmphasis","0.2812500101466796"
"wavelet-LHH","glszm","ZoneEntropy","1.7499999999999987"
"wavelet-LHH","glszm","ZonePercentage","0.001887237556027365"
"wavelet-LHH","glszm","ZoneVariance","839211.859375"
"wavelet-LHH","gldm","DependenceEntropy","4.669644549239787"
"wavelet-LHH","gldm","DependenceNonUniformity","392.5069591884878"
"wavelet-LHH","gldm","DependenceNonUniformityNormalized","0.09259423429782682"
"wavelet-LHH","gldm","DependenceVariance","10.22211982433643"
"wavelet-LHH","gldm","GrayLevelNonUniformity","2113.6704411417786"
"wavelet-LHH","gldm","GrayLevelVariance","0.25280513164778623"
"wavelet-LHH","gldm","HighGrayLevelEmphasis","6.528190610993159"
"wavelet-LHH","gldm","LargeDependenceEmphasis","176.57065345600378"
"wavelet-LHH","gldm","LargeDependenceHighGrayLevelEmphasis","1154.6234961075725"
"wavelet-LHH","gldm","LargeDependenceLowGrayLevelEmphasis","31.689202117899924"
"wavelet-LHH","gldm","LowGrayLevelEmphasis","0.1802246336924327"
"wavelet-LHH","gldm","SmallDependenceEmphasis","0.00946866000050037"
"wavelet-LHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.06741670049066813"
"wavelet-LHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0019987028732381317"
"wavelet-LHH","ngtdm","Busyness","91.15447588276544"
"wavelet-LHH","ngtdm","Coarseness","0.0009941313481311301"
"wavelet-LHH","ngtdm","Complexity","3.329788289224554"
"wavelet-LHH","ngtdm","Contrast","0.0201119666898348"
"wavelet-LHH","ngtdm","Strength","0.005941782739512434"
"wavelet-HLL","firstorder","10Percentile","-40.496780384335516"
"wavelet-HLL","firstorder","90Percentile","39.39779494633986"
"wavelet-HLL","firstorder","Energy","4107624.4981245594"
"wavelet-HLL","firstorder","Entropy","2.4014527847565272"
"wavelet-HLL","firstorder","InterquartileRange","42.375641684664586"
"wavelet-HLL","firstorder","Kurtosis","2.874952983432987"
"wavelet-HLL","firstorder","Maximum","95.34778257216077"
"wavelet-HLL","firstorder","MeanAbsoluteDeviation","24.967108286861546"
"wavelet-HLL","firstorder","Mean","-0.8710815637272038"
"wavelet-HLL","firstorder","Median","-0.09621301149201122"
"wavelet-HLL","firstorder","Minimum","-109.10353042820073"
"wavelet-HLL","firstorder","Range","204.4513130003615"
"wavelet-HLL","firstorder","RobustMeanAbsoluteDeviation","17.586975573360714"
"wavelet-HLL","firstorder","RootMeanSquared","31.128891762554616"
"wavelet-HLL","firstorder","Skewness","-0.08103207308001002"
