"Image type","Feature Class","Feature Name","INTAE_BAEK..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.23.19.23.41_segment_INTAE_BAEK..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.23.19.23.41"
"wavelet-LLH","glcm","Idmn","0.980570183040443"
"wavelet-LLH","glcm","Idn","0.916955902899857"
"wavelet-LLH","glcm","Imc1","-0.043101310986424855"
"wavelet-LLH","glcm","Imc2","0.26341669605109747"
"wavelet-LLH","glcm","InverseVariance","0.48062890623995025"
"wavelet-LLH","glcm","JointAverage","3.584933327067515"
"wavelet-LLH","glcm","JointEnergy","0.173092264955007"
"wavelet-LLH","glcm","JointEntropy","2.934213234660442"
"wavelet-LLH","glcm","MCC","0.22403847264646018"
"wavelet-LLH","glcm","MaximumProbability","0.25212206472338433"
"wavelet-LLH","glcm","SumAverage","7.1698666541350295"
"wavelet-LLH","glcm","SumEntropy","2.119655514318792"
"wavelet-LLH","glcm","SumSquares","0.46913988344898905"
"wavelet-LLH","glrlm","GrayLevelNonUniformity","631.4308005542862"
"wavelet-LLH","glrlm","GrayLevelNonUniformityNormalized","0.3661287485049406"
"wavelet-LLH","glrlm","GrayLevelVariance","0.5828405074173675"
"wavelet-LLH","glrlm","HighGrayLevelRunEmphasis","13.522175886632217"
"wavelet-LLH","glrlm","LongRunEmphasis","3.980156690230972"
"wavelet-LLH","glrlm","LongRunHighGrayLevelEmphasis","52.43673894773231"
"wavelet-LLH","glrlm","LongRunLowGrayLevelEmphasis","0.34211387677241356"
"wavelet-LLH","glrlm","LowGrayLevelRunEmphasis","0.09079127127347447"
"wavelet-LLH","glrlm","RunEntropy","3.156851036770748"
"wavelet-LLH","glrlm","RunLengthNonUniformity","791.3690128666374"
"wavelet-LLH","glrlm","RunLengthNonUniformityNormalized","0.4506498562732472"
"wavelet-LLH","glrlm","RunPercentage","0.6130585885121638"
"wavelet-LLH","glrlm","RunVariance","1.1782283784237608"
"wavelet-LLH","glrlm","ShortRunEmphasis","0.6875744405321809"
"wavelet-LLH","glrlm","ShortRunHighGrayLevelEmphasis","9.399742531490178"
"wavelet-LLH","glrlm","ShortRunLowGrayLevelEmphasis","0.06430971365492251"
"wavelet-LLH","glszm","GrayLevelNonUniformity","32.97701149425287"
"wavelet-LLH","glszm","GrayLevelNonUniformityNormalized","0.3790461091293434"
"wavelet-LLH","glszm","GrayLevelVariance","2.38710529792575"
"wavelet-LLH","glszm","HighGrayLevelZoneEmphasis","14.839080459770114"
"wavelet-LLH","glszm","LargeAreaEmphasis","36026.83908045977"
"wavelet-LLH","glszm","LargeAreaHighGrayLevelEmphasis","468756.1494252874"
"wavelet-LLH","glszm","LargeAreaLowGrayLevelEmphasis","3001.205383141762"
"wavelet-LLH","glszm","LowGrayLevelZoneEmphasis","0.15011174968071522"
"wavelet-LLH","glszm","SizeZoneNonUniformity","18.770114942528735"
"wavelet-LLH","glszm","SizeZoneNonUniformityNormalized","0.21574844761527281"
"wavelet-LLH","glszm","SmallAreaEmphasis","0.4621223481124655"
"wavelet-LLH","glszm","SmallAreaHighGrayLevelEmphasis","6.43495617540566"
"wavelet-LLH","glszm","SmallAreaLowGrayLevelEmphasis","0.07276014249594386"
"wavelet-LLH","glszm","ZoneEntropy","4.170220041522742"
"wavelet-LLH","glszm","ZonePercentage","0.030949839914621132"
"wavelet-LLH","glszm","ZoneVariance","34982.88069758224"
"wavelet-LLH","gldm","DependenceEntropy","5.393572172914184"
"wavelet-LLH","gldm","DependenceNonUniformity","167.41124155104944"
"wavelet-LLH","gldm","DependenceNonUniformityNormalized","0.05955576006796494"
"wavelet-LLH","gldm","DependenceVariance","21.397978997233643"
"wavelet-LLH","gldm","GrayLevelNonUniformity","1135.4873710423337"
"wavelet-LLH","gldm","GrayLevelVariance","0.4760117447831934"
"wavelet-LLH","gldm","HighGrayLevelEmphasis","13.362860192102454"
"wavelet-LLH","gldm","LargeDependenceEmphasis","143.73212379935967"
"wavelet-LLH","gldm","LargeDependenceHighGrayLevelEmphasis","1876.112771255781"
"wavelet-LLH","gldm","LargeDependenceLowGrayLevelEmphasis","12.034510059686154"
"wavelet-LLH","gldm","LowGrayLevelEmphasis","0.08826870627297521"
"wavelet-LLH","gldm","SmallDependenceEmphasis","0.032636203786062926"
"wavelet-LLH","gldm","SmallDependenceHighGrayLevelEmphasis","0.46135905397263033"
"wavelet-LLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.004144679804558412"
"wavelet-LLH","ngtdm","Busyness","16.996875077757206"
"wavelet-LLH","ngtdm","Coarseness","0.0021814353782890353"
"wavelet-LLH","ngtdm","Complexity","7.485857371022539"
"wavelet-LLH","ngtdm","Contrast","0.015320250365234765"
"wavelet-LLH","ngtdm","Strength","0.030071512966840984"
"wavelet-LHL","firstorder","10Percentile","-31.061242972901344"
"wavelet-LHL","firstorder","90Percentile","34.02560831913596"
"wavelet-LHL","firstorder","Energy","1733372.1151776954"
"wavelet-LHL","firstorder","Entropy","2.0741154423270305"
"wavelet-LHL","firstorder","InterquartileRange","35.02061055808939"
"wavelet-LHL","firstorder","Kurtosis","2.62908228005366"
"wavelet-LHL","firstorder","Maximum","81.08291357688759"
"wavelet-LHL","firstorder","MeanAbsoluteDeviation","20.155393060645476"
"wavelet-LHL","firstorder","Mean","1.7895848929319282"
"wavelet-LHL","firstorder","Median","2.2365600015776677"
"wavelet-LHL","firstorder","Minimum","-80.81162370591353"
"wavelet-LHL","firstorder","Range","161.89453728280114"
"wavelet-LHL","firstorder","RobustMeanAbsoluteDeviation","14.486468579698391"
"wavelet-LHL","firstorder","RootMeanSquared","24.832216161838065"
"wavelet-LHL","firstorder","Skewness","-0.019637709793151433"
"wavelet-LHL","firstorder","TotalEnergy","759890.9639295044"
"wavelet-LHL","firstorder","Uniformity","0.27028833338965014"
"wavelet-LHL","firstorder","Variance","613.4363454192415"
"wavelet-LHL","glcm","Autocorrelation","21.060647693798273"
"wavelet-LHL","glcm","ClusterProminence","16.78478904012615"
"wavelet-LHL","glcm","ClusterShade","-0.11645612104132999"
"wavelet-LHL","glcm","ClusterTendency","2.399484010545317"
"wavelet-LHL","glcm","Contrast","1.684937347280559"
"wavelet-LHL","glcm","Correlation","0.17408894169310582"
"wavelet-LHL","glcm","DifferenceAverage","0.959992717322314"
"wavelet-LHL","glcm","DifferenceEntropy","1.6840402482223733"
"wavelet-LHL","glcm","DifferenceVariance","0.7107252016479095"
"wavelet-LHL","glcm","Id","0.6219734598007938"
"wavelet-LHL","glcm","Idm","0.5911833369314718"
"wavelet-LHL","glcm","Idmn","0.9756627958027713"
"wavelet-LHL","glcm","Idn","0.9009050700408708"
"wavelet-LHL","glcm","Imc1","-0.05601594746594282"
"wavelet-LHL","glcm","Imc2","0.2919062050164079"
"wavelet-LHL","glcm","InverseVariance","0.4945029900171234"
"wavelet-LHL","glcm","JointAverage","4.569683114299699"
"wavelet-LHL","glcm","JointEnergy","0.08211510047617812"
"wavelet-LHL","glcm","JointEntropy","3.998683590885377"
"wavelet-LHL","glcm","MCC","0.23144153604908063"
"wavelet-LHL","glcm","MaximumProbability","0.14731344046873068"
"wavelet-LHL","glcm","SumAverage","9.139366228599398"
"wavelet-LHL","glcm","SumEntropy","2.651657293569549"
"wavelet-LHL","glcm","SumSquares","1.021105339456469"
"wavelet-LHL","glrlm","GrayLevelNonUniformity","515.7229622427435"
"wavelet-LHL","glrlm","GrayLevelNonUniformityNormalized","0.25185423966399006"
"wavelet-LHL","glrlm","GrayLevelVariance","1.1797557375440595"
"wavelet-LHL","glrlm","HighGrayLevelRunEmphasis","22.0235964575668"
"wavelet-LHL","glrlm","LongRunEmphasis","2.5602445221145964"
"wavelet-LHL","glrlm","LongRunHighGrayLevelEmphasis","56.26679585576506"
"wavelet-LHL","glrlm","LongRunLowGrayLevelEmphasis","0.14058560882821847"
"wavelet-LHL","glrlm","LowGrayLevelRunEmphasis","0.05920995536978232"
"wavelet-LHL","glrlm","RunEntropy","3.26258568751345"
"wavelet-LHL","glrlm","RunLengthNonUniformity","1215.982662246806"
"wavelet-LHL","glrlm","RunLengthNonUniformityNormalized","0.5826241642582455"
"wavelet-LHL","glrlm","RunPercentage","0.7290041868483704"
"wavelet-LHL","glrlm","RunVariance","0.5909381238293214"
"wavelet-LHL","glrlm","ShortRunEmphasis","0.7855193728057996"
"wavelet-LHL","glrlm","ShortRunHighGrayLevelEmphasis","17.33394316262422"
"wavelet-LHL","glrlm","ShortRunLowGrayLevelEmphasis","0.04766312727934642"
"wavelet-LHL","glszm","GrayLevelNonUniformity","28.25179856115108"
"wavelet-LHL","glszm","GrayLevelNonUniformityNormalized","0.20325034936079914"
"wavelet-LHL","glszm","GrayLevelVariance","3.585218156410124"
"wavelet-LHL","glszm","HighGrayLevelZoneEmphasis","23.35251798561151"
"wavelet-LHL","glszm","LargeAreaEmphasis","12757.561151079137"
"wavelet-LHL","glszm","LargeAreaHighGrayLevelEmphasis","271826.3021582734"
"wavelet-LHL","glszm","LargeAreaLowGrayLevelEmphasis","633.7744320054161"
"wavelet-LHL","glszm","LowGrayLevelZoneEmphasis","0.09739393179334084"
"wavelet-LHL","glszm","SizeZoneNonUniformity","29.503597122302157"
"wavelet-LHL","glszm","SizeZoneNonUniformityNormalized","0.2122560944050515"
"wavelet-LHL","glszm","SmallAreaEmphasis","0.46757373852166106"
"wavelet-LHL","glszm","SmallAreaHighGrayLevelEmphasis","10.963814106167714"
"wavelet-LHL","glszm","SmallAreaLowGrayLevelEmphasis","0.05412314167317974"
"wavelet-LHL","glszm","ZoneEntropy","5.0288281287805745"
"wavelet-LHL","glszm","ZonePercentage","0.049448594806118816"
"wavelet-LHL","glszm","ZoneVariance","12348.59054914342"
"wavelet-LHL","gldm","DependenceEntropy","5.729748889094638"
"wavelet-LHL","gldm","DependenceNonUniformity","204.02525791533262"
"wavelet-LHL","gldm","DependenceNonUniformityNormalized","0.07258102380481417"
"wavelet-LHL","gldm","DependenceVariance","14.769505529238504"
"wavelet-LHL","gldm","GrayLevelNonUniformity","759.7805051583066"
"wavelet-LHL","gldm","GrayLevelVariance","1.045315571126847"
"wavelet-LHL","gldm","HighGrayLevelEmphasis","21.98790466026325"
"wavelet-LHL","gldm","LargeDependenceEmphasis","79.50586979722519"
"wavelet-LHL","gldm","LargeDependenceHighGrayLevelEmphasis","1745.5688367129135"
"wavelet-LHL","gldm","LargeDependenceLowGrayLevelEmphasis","4.065426785442031"
"wavelet-LHL","gldm","LowGrayLevelEmphasis","0.0574397521963843"
"wavelet-LHL","gldm","SmallDependenceEmphasis","0.055230046299245834"
"wavelet-LHL","gldm","SmallDependenceHighGrayLevelEmphasis","1.268080694051105"
"wavelet-LHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.004685242028007797"
"wavelet-LHL","ngtdm","Busyness","9.490775930270361"
"wavelet-LHL","ngtdm","Coarseness","0.002414975999289071"
"wavelet-LHL","ngtdm","Complexity","19.39908564418429"
"wavelet-LHL","ngtdm","Contrast","0.026505109089250054"
"wavelet-LHL","ngtdm","Strength","0.050517045993587646"
"wavelet-LHH","firstorder","10Percentile","-10.312510180269815"
"wavelet-LHH","firstorder","90Percentile","9.799964988478218"
"wavelet-LHH","firstorder","Energy","170121.2551814639"
"wavelet-LHH","firstorder","Entropy","0.9999889538908369"
"wavelet-LHH","firstorder","InterquartileRange","10.428793668284323"
"wavelet-LHH","firstorder","Kurtosis","3.0366925482904925"
"wavelet-LHH","firstorder","Maximum","23.42555893908968"
"wavelet-LHH","firstorder","MeanAbsoluteDeviation","6.151726485204476"
"wavelet-LHH","firstorder","Mean","-0.147771878062908"
"wavelet-LHH","firstorder","Median","-0.04310394420089017"
"wavelet-LHH","firstorder","Minimum","-23.83468571748769"
"wavelet-LHH","firstorder","Range","47.26024465657737"
"wavelet-LHH","firstorder","RobustMeanAbsoluteDeviation","4.24873394927385"
"wavelet-LHH","firstorder","RootMeanSquared","7.77944950770919"
"wavelet-LHH","firstorder","Skewness","-0.0507985011011383"
"wavelet-LHH","firstorder","TotalEnergy","74579.25707515342"
"wavelet-LHH","firstorder","Uniformity","0.5000076565598811"
"wavelet-LHH","firstorder","Variance","60.49799811505051"
"wavelet-LHH","glcm","Autocorrelation","2.252564677758182"
"wavelet-LHH","glcm","ClusterProminence","0.5259970975223867"
"wavelet-LHH","glcm","ClusterShade","0.004208185734708577"
"wavelet-LHH","glcm","ClusterTendency","0.5259816020602833"
"wavelet-LHH","glcm","Contrast","0.47390910304142797"
"wavelet-LHH","glcm","Correlation","0.05207766487444855"
"wavelet-LHH","glcm","DifferenceAverage","0.47390910304142797"
"wavelet-LHH","glcm","DifferenceEntropy","0.9851207445916056"
"wavelet-LHH","glcm","DifferenceVariance","0.24504014983184091"
"wavelet-LHH","glcm","Id","0.7630454484792862"
"wavelet-LHH","glcm","Idm","0.7630454484792862"
"wavelet-LHH","glcm","Idmn","0.9052181793917142"
"wavelet-LHH","glcm","Idn","0.8420302989861905"
"wavelet-LHH","glcm","Imc1","-0.014874050953034608"
"wavelet-LHH","glcm","Imc2","0.08268325638104922"
"wavelet-LHH","glcm","InverseVariance","0.47390910304142797"
"wavelet-LHH","glcm","JointAverage","1.4965064097596321"
"wavelet-LHH","glcm","JointEnergy","0.25501449761730355"
"wavelet-LHH","glcm","JointEntropy","1.9849690522501655"
"wavelet-LHH","glcm","MCC","0.07120526249434672"
"wavelet-LHH","glcm","MaximumProbability","0.27130354172736487"
"wavelet-LHH","glcm","SumAverage","2.9930128195192642"
"wavelet-LHH","glcm","SumEntropy","1.511059949208738"
"wavelet-LHH","glcm","SumSquares","0.2499726762754278"
"wavelet-LHH","glrlm","GrayLevelNonUniformity","798.293390802044"
"wavelet-LHH","glrlm","GrayLevelNonUniformityNormalized","0.500062474757309"
"wavelet-LHH","glrlm","GrayLevelVariance","0.24996876262134549"
"wavelet-LHH","glrlm","HighGrayLevelRunEmphasis","2.5053069375600407"
"wavelet-LHH","glrlm","LongRunEmphasis","4.6451606022401055"
"wavelet-LHH","glrlm","LongRunHighGrayLevelEmphasis","11.535204486727256"
"wavelet-LHH","glrlm","LongRunLowGrayLevelEmphasis","2.9226496311183165"
"wavelet-LHH","glrlm","LowGrayLevelRunEmphasis","0.6236732656099898"
"wavelet-LHH","glrlm","RunEntropy","2.711455849691439"
"wavelet-LHH","glrlm","RunLengthNonUniformity","647.2306928114117"
"wavelet-LHH","glrlm","RunLengthNonUniformityNormalized","0.39817304664448366"
"wavelet-LHH","glrlm","RunPercentage","0.5679063021645733"
"wavelet-LHH","glrlm","RunVariance","1.3091968383780022"
"wavelet-LHH","glrlm","ShortRunEmphasis","0.625524538081121"
"wavelet-LHH","glrlm","ShortRunHighGrayLevelEmphasis","1.5754862053207952"
"wavelet-LHH","glrlm","ShortRunLowGrayLevelEmphasis","0.3880341212712024"
"wavelet-LHH","glszm","GrayLevelNonUniformity","2.0"
"wavelet-LHH","glszm","GrayLevelNonUniformityNormalized","0.5"
"wavelet-LHH","glszm","GrayLevelVariance","0.25"
"wavelet-LHH","glszm","HighGrayLevelZoneEmphasis","2.5"
"wavelet-LHH","glszm","LargeAreaEmphasis","985627.25"
"wavelet-LHH","glszm","LargeAreaHighGrayLevelEmphasis","2451433.25"
"wavelet-LHH","glszm","LargeAreaLowGrayLevelEmphasis","619175.75"
"wavelet-LHH","glszm","LowGrayLevelZoneEmphasis","0.625"
"wavelet-LHH","glszm","SizeZoneNonUniformity","1.0"
"wavelet-LHH","glszm","SizeZoneNonUniformityNormalized","0.25"
"wavelet-LHH","glszm","SmallAreaEmphasis","0.3125002536644361"
"wavelet-LHH","glszm","SmallAreaHighGrayLevelEmphasis","0.500000637413139"
"wavelet-LHH","glszm","SmallAreaLowGrayLevelEmphasis","0.26562515772726036"
"wavelet-LHH","glszm","ZoneEntropy","1.9999999999999987"
"wavelet-LHH","glszm","ZonePercentage","0.001422981145499822"
"wavelet-LHH","glszm","ZoneVariance","491769.6875"
"wavelet-LHH","gldm","DependenceEntropy","4.778245052748192"
"wavelet-LHH","gldm","DependenceNonUniformity","232.77232301672004"
"wavelet-LHH","gldm","DependenceNonUniformityNormalized","0.08280765671174672"
"wavelet-LHH","gldm","DependenceVariance","11.719141437669085"
"wavelet-LHH","gldm","GrayLevelNonUniformity","1405.5215225898257"
"wavelet-LHH","gldm","GrayLevelVariance","0.2499961717200595"
"wavelet-LHH","gldm","HighGrayLevelEmphasis","2.494130202774813"
"wavelet-LHH","gldm","LargeDependenceEmphasis","161.4005691924582"
"wavelet-LHH","gldm","LargeDependenceHighGrayLevelEmphasis","398.96086801849873"
"wavelet-LHH","gldm","LargeDependenceLowGrayLevelEmphasis","102.01049448594806"
"wavelet-LHH","gldm","LowGrayLevelEmphasis","0.6264674493062967"
"wavelet-LHH","gldm","SmallDependenceEmphasis","0.01041194128401473"
"wavelet-LHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.026069042366543442"
"wavelet-LHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.006497666013382552"
"wavelet-LHH","ngtdm","Busyness","671.8010139468568"
"wavelet-LHH","ngtdm","Coarseness","0.0015062184019806666"
"wavelet-LHH","ngtdm","Complexity","0.47236879579635066"
"wavelet-LHH","ngtdm","Contrast","0.1180931938645937"
"wavelet-LHH","ngtdm","Strength","0.0015061826476328252"
"wavelet-HLL","firstorder","10Percentile","-34.08773270046021"
"wavelet-HLL","firstorder","90Percentile","38.63758257209505"
"wavelet-HLL","firstorder","Energy","2252361.487555938"
"wavelet-HLL","firstorder","Entropy","2.2588738982070766"
"wavelet-HLL","firstorder","InterquartileRange","37.68813480003173"
"wavelet-HLL","firstorder","Kurtosis","3.018138485183567"
"wavelet-HLL","firstorder","Maximum","89.25748122155154"
"wavelet-HLL","firstorder","MeanAbsoluteDeviation","22.499938016531278"
"wavelet-HLL","firstorder","Mean","1.9999715442224164"
"wavelet-HLL","firstorder","Median","1.9218564372475153"
"wavelet-HLL","firstorder","Minimum","-100.84761926163932"
"wavelet-HLL","firstorder","Range","190.10510048319088"
"wavelet-HLL","firstorder","RobustMeanAbsoluteDeviation","15.72063205230678"
"wavelet-HLL","firstorder","RootMeanSquared","28.306659683023497"
"wavelet-HLL","firstorder","Skewness","0.0262396019052669"
