"Image type","Feature Class","Feature Name","CHEONGWON_SONG..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.24.19.04.53_segment_CHEONGWON_SONG..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.24.19.04.53"
"wavelet-LLH","glcm","Idn","0.9145099954866327"
"wavelet-LLH","glcm","Imc1","-0.03554411770164255"
"wavelet-LLH","glcm","Imc2","0.23024703881065742"
"wavelet-LLH","glcm","InverseVariance","0.48486855662313305"
"wavelet-LLH","glcm","JointAverage","3.5839730524850117"
"wavelet-LLH","glcm","JointEnergy","0.16949120407272034"
"wavelet-LLH","glcm","JointEntropy","2.97932690466635"
"wavelet-LLH","glcm","MCC","0.1876513181519028"
"wavelet-LLH","glcm","MaximumProbability","0.2559005857562165"
"wavelet-LLH","glcm","SumAverage","7.1679461049700235"
"wavelet-LLH","glcm","SumEntropy","2.1249147756696285"
"wavelet-LLH","glcm","SumSquares","0.48022573474626556"
"wavelet-LLH","glrlm","GrayLevelNonUniformity","1281.4373182182837"
"wavelet-LLH","glrlm","GrayLevelNonUniformityNormalized","0.36038721630626913"
"wavelet-LLH","glrlm","GrayLevelVariance","0.6028069319199397"
"wavelet-LLH","glrlm","HighGrayLevelRunEmphasis","13.463297253886433"
"wavelet-LLH","glrlm","LongRunEmphasis","4.278321430448876"
"wavelet-LLH","glrlm","LongRunHighGrayLevelEmphasis","56.85736320422315"
"wavelet-LLH","glrlm","LongRunLowGrayLevelEmphasis","0.3645800275932833"
"wavelet-LLH","glrlm","LowGrayLevelRunEmphasis","0.09203704125191384"
"wavelet-LLH","glrlm","RunEntropy","3.2485699736793348"
"wavelet-LLH","glrlm","RunLengthNonUniformity","1565.720804410485"
"wavelet-LLH","glrlm","RunLengthNonUniformityNormalized","0.43324433381857774"
"wavelet-LLH","glrlm","RunPercentage","0.592748865006284"
"wavelet-LLH","glrlm","RunVariance","1.3091270610158596"
"wavelet-LLH","glrlm","ShortRunEmphasis","0.6728727098908499"
"wavelet-LLH","glrlm","ShortRunHighGrayLevelEmphasis","9.15771262901638"
"wavelet-LLH","glrlm","ShortRunLowGrayLevelEmphasis","0.06416772548346196"
"wavelet-LLH","glszm","GrayLevelNonUniformity","67.19047619047619"
"wavelet-LLH","glszm","GrayLevelNonUniformityNormalized","0.39994331065759636"
"wavelet-LLH","glszm","GrayLevelVariance","2.487528344671202"
"wavelet-LLH","glszm","HighGrayLevelZoneEmphasis","16.107142857142858"
"wavelet-LLH","glszm","LargeAreaEmphasis","85036.97619047618"
"wavelet-LLH","glszm","LargeAreaHighGrayLevelEmphasis","1118001.119047619"
"wavelet-LLH","glszm","LargeAreaLowGrayLevelEmphasis","7002.128050595238"
"wavelet-LLH","glszm","LowGrayLevelZoneEmphasis","0.14566964285714284"
"wavelet-LLH","glszm","SizeZoneNonUniformity","37.392857142857146"
"wavelet-LLH","glszm","SizeZoneNonUniformityNormalized","0.2225765306122449"
"wavelet-LLH","glszm","SmallAreaEmphasis","0.4698335229528577"
"wavelet-LLH","glszm","SmallAreaHighGrayLevelEmphasis","7.798718504807122"
"wavelet-LLH","glszm","SmallAreaLowGrayLevelEmphasis","0.07086704969743045"
"wavelet-LLH","glszm","ZoneEntropy","4.202751061396838"
"wavelet-LLH","glszm","ZonePercentage","0.028009336445481828"
"wavelet-LLH","glszm","ZoneVariance","83762.31618480726"
"wavelet-LLH","gldm","DependenceEntropy","5.333789785660165"
"wavelet-LLH","gldm","DependenceNonUniformity","376.54284761587195"
"wavelet-LLH","gldm","DependenceNonUniformityNormalized","0.06277806729174257"
"wavelet-LLH","gldm","DependenceVariance","20.808351255464615"
"wavelet-LLH","gldm","GrayLevelNonUniformity","2420.750250083361"
"wavelet-LLH","gldm","GrayLevelVariance","0.4810848920296985"
"wavelet-LLH","gldm","HighGrayLevelEmphasis","13.351450483494498"
"wavelet-LLH","gldm","LargeDependenceEmphasis","155.1023674558186"
"wavelet-LLH","gldm","LargeDependenceHighGrayLevelEmphasis","2053.3177725908636"
"wavelet-LLH","gldm","LargeDependenceLowGrayLevelEmphasis","12.791400976251342"
"wavelet-LLH","gldm","LowGrayLevelEmphasis","0.08870878255714867"
"wavelet-LLH","gldm","SmallDependenceEmphasis","0.029765409415087887"
"wavelet-LLH","gldm","SmallDependenceHighGrayLevelEmphasis","0.4548623080811147"
"wavelet-LLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.003792930157751309"
"wavelet-LLH","ngtdm","Busyness","36.68284493371718"
"wavelet-LLH","ngtdm","Coarseness","0.0010077762040214472"
"wavelet-LLH","ngtdm","Complexity","7.668455129086687"
"wavelet-LLH","ngtdm","Contrast","0.015941306297493497"
"wavelet-LLH","ngtdm","Strength","0.01370727470557592"
"wavelet-LHL","firstorder","10Percentile","-31.59309560448311"
"wavelet-LHL","firstorder","90Percentile","34.85408257956561"
"wavelet-LHL","firstorder","Energy","4097500.298689943"
"wavelet-LHL","firstorder","Entropy","2.1608749472815845"
"wavelet-LHL","firstorder","InterquartileRange","36.32428798928072"
"wavelet-LHL","firstorder","Kurtosis","2.8007004686989228"
"wavelet-LHL","firstorder","Maximum","84.39290827863545"
"wavelet-LHL","firstorder","MeanAbsoluteDeviation","21.003778555154927"
"wavelet-LHL","firstorder","Mean","1.4315516734266691"
"wavelet-LHL","firstorder","Median","0.9529816957333588"
"wavelet-LHL","firstorder","Minimum","-85.03453878016245"
"wavelet-LHL","firstorder","Range","169.4274470587979"
"wavelet-LHL","firstorder","RobustMeanAbsoluteDeviation","14.850358639442671"
"wavelet-LHL","firstorder","RootMeanSquared","26.137031798938903"
"wavelet-LHL","firstorder","Skewness","0.046437248936029525"
"wavelet-LHL","firstorder","TotalEnergy","2328915.2317184703"
"wavelet-LHL","firstorder","Uniformity","0.25884837015250495"
"wavelet-LHL","firstorder","Variance","681.0950910650528"
"wavelet-LHL","glcm","Autocorrelation","20.962090424579756"
"wavelet-LHL","glcm","ClusterProminence","22.41534706506917"
"wavelet-LHL","glcm","ClusterShade","0.15747191069935484"
"wavelet-LHL","glcm","ClusterTendency","2.6873767899801253"
"wavelet-LHL","glcm","Contrast","2.0082736958847893"
"wavelet-LHL","glcm","Correlation","0.14447826057289542"
"wavelet-LHL","glcm","DifferenceAverage","1.055339995503521"
"wavelet-LHL","glcm","DifferenceEntropy","1.7808072623404128"
"wavelet-LHL","glcm","DifferenceVariance","0.831093174464978"
"wavelet-LHL","glcm","Id","0.600696539272331"
"wavelet-LHL","glcm","Idm","0.5644634126354748"
"wavelet-LHL","glcm","Idmn","0.9714345194876005"
"wavelet-LHL","glcm","Idn","0.8925218093953872"
"wavelet-LHL","glcm","Imc1","-0.05360958359273471"
"wavelet-LHL","glcm","Imc2","0.3047082776883258"
"wavelet-LHL","glcm","InverseVariance","0.4870589581218654"
"wavelet-LHL","glcm","JointAverage","4.559858307144334"
"wavelet-LHL","glcm","JointEnergy","0.07311616982271094"
"wavelet-LHL","glcm","JointEntropy","4.206386556229516"
"wavelet-LHL","glcm","MCC","0.2492483109794448"
"wavelet-LHL","glcm","MaximumProbability","0.12381805479457283"
"wavelet-LHL","glcm","SumAverage","9.119716614288668"
"wavelet-LHL","glcm","SumEntropy","2.7326435380317284"
"wavelet-LHL","glcm","SumSquares","1.1739126214662288"
"wavelet-LHL","glrlm","GrayLevelNonUniformity","1047.206488935234"
"wavelet-LHL","glrlm","GrayLevelNonUniformityNormalized","0.2392754394770838"
"wavelet-LHL","glrlm","GrayLevelVariance","1.3326242415209526"
"wavelet-LHL","glrlm","HighGrayLevelRunEmphasis","22.19003557667516"
"wavelet-LHL","glrlm","LongRunEmphasis","2.555674017295101"
"wavelet-LHL","glrlm","LongRunHighGrayLevelEmphasis","55.252335632843355"
"wavelet-LHL","glrlm","LongRunLowGrayLevelEmphasis","0.14655353835043133"
"wavelet-LHL","glrlm","LowGrayLevelRunEmphasis","0.0612742320754404"
"wavelet-LHL","glrlm","RunEntropy","3.3485888154460963"
"wavelet-LHL","glrlm","RunLengthNonUniformity","2613.57457861978"
"wavelet-LHL","glrlm","RunLengthNonUniformityNormalized","0.5865031109090382"
"wavelet-LHL","glrlm","RunPercentage","0.7307307564059815"
"wavelet-LHL","glrlm","RunVariance","0.6018333386743616"
"wavelet-LHL","glrlm","ShortRunEmphasis","0.7885814353093678"
"wavelet-LHL","glrlm","ShortRunHighGrayLevelEmphasis","17.63917697838439"
"wavelet-LHL","glrlm","ShortRunLowGrayLevelEmphasis","0.04950378635761158"
"wavelet-LHL","glszm","GrayLevelNonUniformity","52.12340425531915"
"wavelet-LHL","glszm","GrayLevelNonUniformityNormalized","0.22180172023540062"
"wavelet-LHL","glszm","GrayLevelVariance","4.449904934359438"
"wavelet-LHL","glszm","HighGrayLevelZoneEmphasis","25.29787234042553"
"wavelet-LHL","glszm","LargeAreaEmphasis","33559.29361702128"
"wavelet-LHL","glszm","LargeAreaHighGrayLevelEmphasis","692589.3659574469"
"wavelet-LHL","glszm","LargeAreaLowGrayLevelEmphasis","1723.9640683468422"
"wavelet-LHL","glszm","LowGrayLevelZoneEmphasis","0.10850458942442225"
"wavelet-LHL","glszm","SizeZoneNonUniformity","40.46382978723404"
"wavelet-LHL","glszm","SizeZoneNonUniformityNormalized","0.17218650973291083"
"wavelet-LHL","glszm","SmallAreaEmphasis","0.4163760718473967"
"wavelet-LHL","glszm","SmallAreaHighGrayLevelEmphasis","9.93327630026358"
"wavelet-LHL","glszm","SmallAreaLowGrayLevelEmphasis","0.054466756172639345"
"wavelet-LHL","glszm","ZoneEntropy","5.336976051407717"
"wavelet-LHL","glszm","ZonePercentage","0.039179726575525174"
"wavelet-LHL","glszm","ZoneVariance","32907.84945224084"
"wavelet-LHL","gldm","DependenceEntropy","5.728576826650482"
"wavelet-LHL","gldm","DependenceNonUniformity","453.3614538179393"
"wavelet-LHL","gldm","DependenceNonUniformityNormalized","0.07558543744880615"
"wavelet-LHL","gldm","DependenceVariance","13.704233744247972"
"wavelet-LHL","gldm","GrayLevelNonUniformity","1552.572524174725"
"wavelet-LHL","gldm","GrayLevelVariance","1.1737466173285949"
"wavelet-LHL","gldm","HighGrayLevelEmphasis","21.964488162720908"
"wavelet-LHL","gldm","LargeDependenceEmphasis","77.72024008002667"
"wavelet-LHL","gldm","LargeDependenceHighGrayLevelEmphasis","1638.1255418472824"
"wavelet-LHL","gldm","LargeDependenceLowGrayLevelEmphasis","4.173659741503026"
"wavelet-LHL","gldm","LowGrayLevelEmphasis","0.059576553153772346"
"wavelet-LHL","gldm","SmallDependenceEmphasis","0.048271386636180344"
"wavelet-LHL","gldm","SmallDependenceHighGrayLevelEmphasis","1.1311903987501695"
"wavelet-LHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.004279767323934448"
"wavelet-LHL","ngtdm","Busyness","21.725378824066336"
"wavelet-LHL","ngtdm","Coarseness","0.0011062332921717437"
"wavelet-LHL","ngtdm","Complexity","20.612196650061286"
"wavelet-LHL","ngtdm","Contrast","0.0326107704964151"
"wavelet-LHL","ngtdm","Strength","0.022039308805268897"
"wavelet-LHH","firstorder","10Percentile","-10.88239050028411"
"wavelet-LHH","firstorder","90Percentile","10.76146109911869"
"wavelet-LHH","firstorder","Energy","419284.7260443313"
"wavelet-LHH","firstorder","Entropy","1.0161911954878649"
"wavelet-LHH","firstorder","InterquartileRange","11.147445556185634"
"wavelet-LHH","firstorder","Kurtosis","2.9452914746833496"
"wavelet-LHH","firstorder","Maximum","27.54719803229318"
"wavelet-LHH","firstorder","MeanAbsoluteDeviation","6.647345012249957"
"wavelet-LHH","firstorder","Mean","-0.06711587753626665"
"wavelet-LHH","firstorder","Median","-0.069629946816056"
"wavelet-LHH","firstorder","Minimum","-26.70944884694974"
"wavelet-LHH","firstorder","Range","54.25664687924292"
"wavelet-LHH","firstorder","RobustMeanAbsoluteDeviation","4.624794919454651"
"wavelet-LHH","firstorder","RootMeanSquared","8.360866524294451"
"wavelet-LHH","firstorder","Skewness","-0.043488372904639645"
"wavelet-LHH","firstorder","TotalEnergy","238310.8026187942"
"wavelet-LHH","firstorder","Uniformity","0.49852512802700377"
"wavelet-LHH","firstorder","Variance","69.89958449605012"
"wavelet-LHH","glcm","Autocorrelation","6.23839920809751"
"wavelet-LHH","glcm","ClusterProminence","0.5356673800931842"
"wavelet-LHH","glcm","ClusterShade","0.003038631113649985"
"wavelet-LHH","glcm","ClusterTendency","0.5186074470002698"
"wavelet-LHH","glcm","Contrast","0.49339072125477823"
"wavelet-LHH","glcm","Correlation","0.024895742700956396"
"wavelet-LHH","glcm","DifferenceAverage","0.4901996014211525"
"wavelet-LHH","glcm","DifferenceEntropy","1.002076837286988"
"wavelet-LHH","glcm","DifferenceVariance","0.24872485191484464"
"wavelet-LHH","glcm","Id","0.7554320525950279"
"wavelet-LHH","glcm","Idm","0.7552193112727862"
"wavelet-LHH","glcm","Idmn","0.9710333302761948"
"wavelet-LHH","glcm","Idn","0.9020664503768905"
"wavelet-LHH","glcm","Imc1","-0.013767380367386641"
"wavelet-LHH","glcm","Imc2","0.08667269608726287"
"wavelet-LHH","glcm","InverseVariance","0.48740737156673014"
"wavelet-LHH","glcm","JointAverage","2.4964154287551854"
"wavelet-LHH","glcm","JointEnergy","0.2529962672280296"
"wavelet-LHH","glcm","JointEntropy","2.0185025382208757"
"wavelet-LHH","glcm","MCC","0.07159402799060327"
"wavelet-LHH","glcm","MaximumProbability","0.26771894049651385"
"wavelet-LHH","glcm","SumAverage","4.992830857510372"
"wavelet-LHH","glcm","SumEntropy","1.514775059472717"
"wavelet-LHH","glcm","SumSquares","0.25299954206376196"
"wavelet-LHH","glrlm","GrayLevelNonUniformity","1632.88507795206"
"wavelet-LHH","glrlm","GrayLevelNonUniformityNormalized","0.49722966471059976"
"wavelet-LHH","glrlm","GrayLevelVariance","0.25559630269699557"
"wavelet-LHH","glrlm","HighGrayLevelRunEmphasis","6.499046349385808"
"wavelet-LHH","glrlm","LongRunEmphasis","5.180147469033798"
"wavelet-LHH","glrlm","LongRunHighGrayLevelEmphasis","33.468386103877364"
"wavelet-LHH","glrlm","LongRunLowGrayLevelEmphasis","0.9421522870705706"
"wavelet-LHH","glrlm","LowGrayLevelRunEmphasis","0.1818029164331309"
"wavelet-LHH","glrlm","RunEntropy","2.8152027626690863"
"wavelet-LHH","glrlm","RunLengthNonUniformity","1275.235003908765"
"wavelet-LHH","glrlm","RunLengthNonUniformityNormalized","0.3812768283053297"
"wavelet-LHH","glrlm","RunPercentage","0.5474388898863723"
"wavelet-LHH","glrlm","RunVariance","1.5580338961280207"
"wavelet-LHH","glrlm","ShortRunEmphasis","0.6095331290494643"
"wavelet-LHH","glrlm","ShortRunHighGrayLevelEmphasis","3.9686079077193117"
"wavelet-LHH","glrlm","ShortRunLowGrayLevelEmphasis","0.11109094752506231"
"wavelet-LHH","glszm","GrayLevelNonUniformity","3.8333333333333335"
"wavelet-LHH","glszm","GrayLevelNonUniformityNormalized","0.3194444444444444"
"wavelet-LHH","glszm","GrayLevelVariance","1.7222222222222223"
"wavelet-LHH","glszm","HighGrayLevelZoneEmphasis","7.166666666666667"
"wavelet-LHH","glszm","LargeAreaEmphasis","1494073.5"
"wavelet-LHH","glszm","LargeAreaHighGrayLevelEmphasis","9661578.416666666"
"wavelet-LHH","glszm","LargeAreaLowGrayLevelEmphasis","271149.68981481483"
"wavelet-LHH","glszm","LowGrayLevelZoneEmphasis","0.4884259259259259"
"wavelet-LHH","glszm","SizeZoneNonUniformity","8.5"
"wavelet-LHH","glszm","SizeZoneNonUniformityNormalized","0.7083333333333334"
"wavelet-LHH","glszm","SmallAreaEmphasis","0.8333333519286379"
"wavelet-LHH","glszm","SmallAreaHighGrayLevelEmphasis","6.0833334548238716"
"wavelet-LHH","glszm","SmallAreaLowGrayLevelEmphasis","0.4583333366735673"
"wavelet-LHH","glszm","ZoneEntropy","1.950825794518087"
"wavelet-LHH","glszm","ZonePercentage","0.0020006668889629878"
"wavelet-LHH","glszm","ZoneVariance","1244240.1388888888"
"wavelet-LHH","gldm","DependenceEntropy","4.639216659251726"
"wavelet-LHH","gldm","DependenceNonUniformity","569.5148382794265"
"wavelet-LHH","gldm","DependenceNonUniformityNormalized","0.09495078997656327"
"wavelet-LHH","gldm","DependenceVariance","9.735782662243421"
"wavelet-LHH","gldm","GrayLevelNonUniformity","2990.1537179059687"
"wavelet-LHH","gldm","GrayLevelVariance","0.25298754692155356"
"wavelet-LHH","gldm","HighGrayLevelEmphasis","6.484661553851284"
"wavelet-LHH","gldm","LargeDependenceEmphasis","172.72157385795265"
"wavelet-LHH","gldm","LargeDependenceHighGrayLevelEmphasis","1115.1932310770258"
"wavelet-LHH","gldm","LargeDependenceLowGrayLevelEmphasis","31.394742692008446"
"wavelet-LHH","gldm","LowGrayLevelEmphasis","0.1816346189470564"
"wavelet-LHH","gldm","SmallDependenceEmphasis","0.009799604200899918"
"wavelet-LHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.06494709443784967"
"wavelet-LHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0023876554477545654"
"wavelet-LHH","ngtdm","Busyness","133.05323053113054"
"wavelet-LHH","ngtdm","Coarseness","0.0006879246472100047"
"wavelet-LHH","ngtdm","Complexity","3.400692072783836"
"wavelet-LHH","ngtdm","Contrast","0.020565245215633996"
"wavelet-LHH","ngtdm","Strength","0.004110141716334332"
"wavelet-HLL","firstorder","10Percentile","-39.77195570185245"
"wavelet-HLL","firstorder","90Percentile","42.00969646326804"
"wavelet-HLL","firstorder","Energy","6100020.782085292"
"wavelet-HLL","firstorder","Entropy","2.4328959825937893"
"wavelet-HLL","firstorder","InterquartileRange","43.33239430501321"
"wavelet-HLL","firstorder","Kurtosis","2.9193270694235816"
"wavelet-HLL","firstorder","Maximum","101.52393942142386"
"wavelet-HLL","firstorder","MeanAbsoluteDeviation","25.493519973143552"
"wavelet-HLL","firstorder","Mean","1.4281420730114913"
"wavelet-HLL","firstorder","Median","1.992089411666408"
"wavelet-HLL","firstorder","Minimum","-123.69485090801528"
"wavelet-HLL","firstorder","Range","225.21879032943914"
"wavelet-HLL","firstorder","RobustMeanAbsoluteDeviation","17.89025792208539"
"wavelet-HLL","firstorder","RootMeanSquared","31.890580637423533"
